Country,Date-of-Decision,Fine-Amount,Quoted-Art
ITALY,2025-03-27,"4,000","Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR"
ITALY,2025-04-10,"15,000","Art. 5 (1) a), (2) GDPR, Art. 6 (1) a) GDPR, Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 (2) GDPR, Art. 24 GDPR, Art. 25 GDPR, The Italian DPA has imposed a fine of EUR 15,000 on Immobiliare Valdalpone S.r.l. The controller obtained personal data of potential customers by Realmaps S.r.l., which obtained the data in violation of the GDPR (see ETiD: 2649). The controller used the data for direct marketing purposes. The controller failed to verify the lawfulness of the data obtained, failed to inform the data subjects regarding the processing of their data, failed to comply with requests to exercise data subjects rights and failed to provide evidence of compliance with data protection requirements."
ITALY,2025-04-10,"8,000","Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 88 (1) GDPR"
ITALY,2025-04-10,"5,000","Art. 5 (1) a), e) GDPR, Art. 6 GDPR"
ITALY,2025-04-10,"4,000","Art. 5 GDPR, Art. 6 GDPR"
ITALY,2025-04-10,"8,000","Art. 5 (1) a), (2) GDPR, Art. 6 (1) a) GDPR, Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 24 GDPR, Art. 25 GDPR, The Italian DPA has imposed a fine of EUR 8,000 on Undici S.r.l.s. The controller obtained personal data of potential customers by Realmaps S.r.l., which obtained the data in violation of the GDPR (see ETiD: 2649). The controller used the data for direct marketing purposes. The controller failed to verify the lawfulness of the data obtained, failed to comply with requests to exercise data subjects rights and failed to provide evidence of compliance with data protection requirements."
ITALY,2025-04-29,"2,000","Art. 5 (1) a), (2) GDPR, Art. 6 (1) a) GDPR, Art. 7 GDPR, Art. 12 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 (2) GDPR, Art. 24 GDPR, Art. 25 GDPR, The Italian DPA has imposed a fine of EUR 2,000 on Versilmagra Immobiliare di Robertelli Davide & C. S.a.s. The controller obtained personal data of potential customers by Realmaps S.r.l., which obtained the data in violation of the GDPR (see ETiD: 2649). The controller used the data for direct marketing purposes. The controller failed to verify the lawfulness of the data obtained, failed to comply with requests to exercise data subjects rights and failed to provide evidence of compliance with data protection requirements."
ITALY,2025-03-27,"18,000","Art. 5 (1) a), b) GDPR, Art. 6 (1) a) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR"
ITALY,2025-04-29,"40,000","Art. 5 (1) a), (2) GDPR, Art. 6 (1) a) GDPR, Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 24 GDPR, Art. 25 GDPR, The Italian DPA has imposed a fine of EUR 15,000 on MA Immobiliare S.r.l.s. The controller obtained personal data of potential customers by Realmaps S.r.l., which obtained the data in violation of the GDPR (see ETiD: 2649). The controller used the data for direct marketing purposes. The controller failed to verify the lawfulness of the data obtained, failed to comply with requests to exercise data subjects rights and failed to provide evidence of compliance with data protection requirements."
ITALY,2025-04-29,"2,000","Art. 12 GDPR, Art. 15 GDPR"
SWEDEN,2025-06-18,"6,800","Art. 6 GDPR, Art. 9 GDPR"
SWEDEN,2025-06-18,"6,800","Art. 6 GDPR, Art. 9 GDPR"
ITALY,2025-05-21,"420,000","Art. 5 (1) a), b), c) GDPR, Art. 6 GDPR, Art. 88 GDPR,"
ITALY,2025-06-04,"45,000","Art. 5 (2) GDPR, Art. 6 (1) a) GDPR, Art. 12 (2) GDPR, Art. 24 GDPR, Art. 28 GDPR"
IRELAND,2025-06-23,"125,000","Art. 5 (1) f) GDPR, Art. 32 (1), (2) GDPR, Art. 33 (1) GDPR, Art. 34 (1), (4) GDPR"
ROMANIA,2025-01-03,"2,000","Art. 24 GDPR, Art. 32 GDPR"
ROMANIA,2025-01-27,"40,000","Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 12 (3), (4) GDPR, Art. 17 GDPR"
ROMANIA,2025-01-31,"15,000","Art. 25 (1), (2) GDPR"
ROMANIA,2025-02-03,"15,000",Art. 25 (1) GDPR
ROMANIA,2025-02-04,"10,000","Art. 32 (1) b), (2), (4) GDPR, Art. 58 (1) a), e) GDPR"
ROMANIA,2025-02-05,"5,000","Art. 25 (1) GDPR, Art. 32 (1), b), d), (2) GDPR"
ROMANIA,2025-02-06,"3,000","Art. 32 (1), (2), (4) GDPR"
ROMANIA,2025-02-10,"3,000","Art. 5 (1) a), b) GDPR, Art. 6 GDPR, Art. 12 (3), (4) GDPR, Art. 15 GDPR"
ROMANIA,2025-02-17,"2,000","Art. 5 (1) a), b), f), (2) GDPR, Art. 6 GDPR, Art. 9 GDPR"
ROMANIA,2025-02-27,"1,000","Art. 12 (1), (2), (3), (4) GDPR, Art. 15 (3) GDPR"
ROMANIA,2025-03-03,"10,000","Art. 32 (1) b), d), (2) GDPR"
ROMANIA,2025-03-04,"20,000","Art. 32 (1) b), d), (2) GDPR"
ROMANIA,2025-03-06,"2,000",Art. 58 (2) GDPR
ROMANIA,2025-03-11,"1,000","Art. 12 (1), (2), (3), (4) GDPR, Art. 15 (3) GDPR, Art. 17 GDPR"
ROMANIA,2025-03-12,"5,000","Art. 32 (1), (2) GDPR"
ROMANIA,2025-06-23,"4,000","Art. 25 (1), (2) GDPR"
ROMANIA,2025-03-20,"2,000","Art. 6 GDPR, Art. 12 (3) GDPR, Art. 15 GDPR, Art. 17 GDPR"
ROMANIA,2025-03-21,"1,000","Art. 12 (3) GDPR, Art. 13 GDPR, Art. 15 GDPR"
ROMANIA,2025-03-25,"25,000","Art. 32 (1) b), d), (2) GDPR, Art. 33 (1) GDPR"
ROMANIA,2025-04-02,"3,000","Art. 32 (1) b), d), (2) GDPR"
ROMANIA,2025-04-03,"5,000","Art. 5 (1) a) GDPR, Art. 6 (1) GDPR"
ROMANIA,2025-04-10,"15,000","Art. 6 (1) a) GDPR, Art. 12 (1), (2), (3), (4) GDPR, Art. 15 GDPR, Art. 17 GDPR"
ROMANIA,2025-04-11,"2,000","Art. 32 (1) b), d), (2) GDPR"
ROMANIA,2025-04-14,"1,000","Art. 12 (1), (2), (3), (4) GDPR, Art. 15 (3) GDPR, Art. 17 GDPR, Art. 21 GDPR"
ROMANIA,2025-04-15,"2,000","Art. 32 (1) b), d), (2), (4) GDPR"
ROMANIA,2025-04-24,"10,000","Art. 12 (1) GDPR, Art. 17 GDPR, Art. 19 GDPR"
ROMANIA,2025-04-25,"6,000","Art. 12 (3), (4) GDPR, Art. 15 GDPR, Art. 32 GDPR, Art. 33 GDPR"
ROMANIA,2025-04-28,"1,000","Art. 12 (3), (4) GDPR, Art. 15 (1), (2), (3) GDPR"
ROMANIA,2025-05-09,"5,000","Art. 5 (1) a), b) GDPR, Art. 6 (1) GDPR"
ROMANIA,2025-05-12,"2,000","Art. 32 (1), (2) GDPR"
ROMANIA,2025-05-13,"2,000","Art. 5 (1) a), (2) GDPR, Art. 6 (1) GDPR"
ROMANIA,2025-05-14,"2,000","Art. 32 (1), (2) GDPR"
ROMANIA,2025-05-16,"5,000","Art. 32 (1), (2) GDPR"
ROMANIA,2025-05-19,"5,000","Art. 32 (1) b), d), (2), (4) GDPR"
ROMANIA,2025-05-21,"12,000","Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 14 GDPR, Art. 15 GDPR"
ROMANIA,2025-05-22,"1,000","Art. 5 (1) a) GDPR, Art. 6 (1) GDPR"
ROMANIA,2025-05-30,"5,000","Art. 32 (1) b), (2) GDPR"
ROMANIA,2025-06-18,200,"Art. 58 (1) a), e) GDPR"
ROMANIA,2025-06-19,"1,000","Art. 6 (1) GDPR, Art. 58 (1) a), e) GDPR"
ROMANIA,2025-06-26,"3,000","Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 12 (3) GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 32 (1) b) GDPR"
ROMANIA,2025-06-26,"25,000","Art. 5 (1) c), (2) GDPR, Art. 6 (1) GDPR, Art. 25 (1), (2) GDPR, Art. 32 (1) b), d), (2) GDPR"
ROMANIA,2025-06-26,"3,000","Art. 32 (1) b), d), (2) GDPR"
ROMANIA,2025-06-26,"3,000","Art. 32 (1) b), d), (2), (4) GDPR"
GREECE,2025-06-23,"50,000","Art. 5 (1) a), d) GDPR, Art. 6 GDPR"
POLAND,2025-06-23,"3,500",Art. 32 GDPR
POLAND,2025-06-30,"15,600","Art. 5 (2) GDPR, Art. 32 GDPR"
AUSTRIA,2025-06-03,"16,000",Art. 31 GDPR
SPAIN,2025-05-13,"100,000",Art. 5 (1) c) GDPR
SPAIN,2025-05-16,"30,000",Art. 5 (1) c) GDPR
SPAIN,2025-05-19,"200,000","Art. 6 (1) GDPR, Art. 17 GDPR"
SPAIN,2025-05-20,360,Art. 58 (1) GDPR
SPAIN,2025-05-21,"200,000",Art. 6 (1) GDPR
SPAIN,2025-05-23,"60,000",Art. 5 (1) f) GDPR
SPAIN,2025-05-26,"1,380,000","Art. 5 (1) d) GDPR, Art. 32 GDPR"
SPAIN,2025-05-30,"42,000",Art. 6 (1) GDPR
SPAIN,2025-06-04,"21,000",Art. 5 (1) f) GDPR
SPAIN,2025-06-13,"18,000","Art. 5 (1) d) GDPR, Art. 32 GDPR"
SPAIN,2025-06-13,540,Art. 58 (2) d) GDPR
SPAIN,2025-06-16,"3,000",Art. 6 (1) GDPR
SPAIN,2025-06-16,"12,000","Art. 28 GDPR, The Spanish DPA imposed a fine of EUR 12,000 on ALBOR ENERGÍA S.L. The controller used third parties acting as data processors for direct marketing purposes. The organisation of the use of data processors did not happen in accordance with Art. 28 GDPR. The original fine of EUR 20,000 was reduced to EUR 12,000 due to immediate payment and admission of responsibility by the controller."
SPAIN,2025-06-20,"24,000","Art. 5 (1) f) GDPR, Art. 6 (1) GDPR, Art. 13 GDPR"
SPAIN,2025-06-20,"42,000",Art. 5 (1) f) GDPR
SPAIN,2025-06-26,"96,000","Art. 9 GDPR, Art. 13 GDPR, Art. 35 GDPR"
SPAIN,2025-07-02,900,Art. 58 (2) GDPR
SPAIN,2025-07-04,"6,000","Art. 5 (1) b), GDPR"
GREECE,2025-06-24,"7,000","Art. 5 (2) GDPR, Art. 14 GDPR, Art. 15 GDPR"
ITALY,2025-04-29,"100,000","Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 12 GDPR, Art. 15 GDPR, Art. 16 GDPR, Art. 17 GDPR, Art. 18 GDPR, Art. 19 GDPR, Art. 20 GDPR, Art. 21 GDPR, Art. 22 GDPR, Art. 24 GDPR, Art. 28 GDPR, Art. 31 GDPR, Art. 58 GDPR, The Italian DPA has imposed a fine of EUR 100,000 on Energia Verde S.p.A. The controller had been active in direct marketing activities. The controller processed data without a sufficient legal basis, without sufficient technical and organisational measures to ensure data security and without prior and correct identification of the roles of processors and subjects. The controller fruther failed to adequately react to requests from data subjects to exercise their rights, to demonstrate, that the controller processes data in accordance with the GDPR and adequatly cooperating with the DPA."
ITALY,2025-05-21,"7,000","Art. 5 (1) c), f) GDPR, Art. 9 GDPR"
ITALY,2025-05-21,"21,000","Art. 5 (1) a), e), (2) GDPR, Art. 13 GDPR"
GREECE,2025-06-24,"10,000","Art. 5 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 24 GDPR, Art. 31 GDPR"
ROMANIA,2025-07-16,"4,000","Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR"
ROMANIA,2025-07-23,"5,000","Art. 32 (1) b), d), (2) GDPR"
POLAND,2025-07-21,"3,955,000","Art. 5 (1) c) GDPR, Art. 25 (1) GDPR, Art. 28 (1) GDPR, Art. 38 (1) GDPR"
POLAND,2025-07-21,"43,000","Art. 5 (1) c) GDPR, Art. 25 (1) GDPR, Art. 38 (1) GDPR"
SPAIN,2025-07-11,"32,000","Art. 5 (1) f) GDPR, Art. 32 GDPR"
SPAIN,2025-07-16,"5,400",Art. 5 (1) c) GDPR
SPAIN,2025-07-16,"180,000",Art. 58 (2) c) GDPR
LUXEMBOURG,2024-11-20,"2,300","Art. 5 (1) a), e), (2) GDPR, Art. 6 (1) GDPR, Art. 13 (1), (2) GDPR, Art. 25 (2) GDPR, Art. 32 (1) GDPR"
POLAND,2024-12-23,"357,000","Art. 32 (1), (2) GDPR"
POLAND,2025-07-28,"4,400","Art. 58 (1) a), e) GDPR"
POLAND,2025-08-04,"7,700","Art. 5 (1) f), (2) GDPR, Art. 25 (1) GDPR, Art. 32 (1), (2) GDPR"
UNITED KINGDOM,2025-06-24,"20,725","Art. 5 (1) f), (2) GDPR, Art. 32 (1), (2) GDPR, Art. 33 GDPR"
ITALY,2025-07-10,"80,000","Art. 5 (1) a), f) GDPR, Art. 33 (1) GDPR"
ITALY,2025-07-10,"50,000","Art. 5 (1) a), c), e) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 13 GDPR, Art. 88 GDPR"
AUSTRIA,2021-09-28,"500,000","Art. 12 GDPR, The Austrian DPA has imposed a fine of EUR 500,000 on an address broker. The controller provided a form for data subjects to exercise their rights. The controller regularly did not allow data subjects to exercise their rights in another way, always referring them to the form. Only when a data subject actively refused to use the form did the controller respond to requests to exercise data subjects rights which did not use the form. The DPA decided that this limited the exercise of data subjects' rights in a way that was not compatible with Art. 12 GDPR, and issued a fine of EUR 500,000. The controller appealed against the decision to the Austrian Federal Administrative Court, which dismissed the appeal."
AUSTRIA,2024-01-02,"15,200",Art. 58 GDPR
AUSTRIA,2024-06-06,"100,000","Art. 9 GDPR, Art. 5 (1) f) GDPR, Art. 28 (3) GDPR, Art. 32 GDPR, Art. 34 GDPR"
AUSTRIA,2024-08-16,"1,500,000","The Austrian DPA has imposed a fine of EUR 1,500,000 on a company, that is part of a group. The controller installed video surveillance devices that did not comply with the GDPR, resulting in the company being fined."
AUSTRIA,2024-10-16,"5,000",Art. 38 GDPR
ITALY,2025-04-29,"20,000","Art. 28 (3) GDPR, Art. 32 (1) GDPR"
ITALY,2025-04-29,"1,200",Art. 5 (1) c) GDPR
ITALY,2025-04-29,"40,000","Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e), (2), (3) GDPR, Art. 9 (1), (2) g), (4) GDPR"
ROMANIA,2025-08-05,"1,000","Art. 12 (3), (4) GDPR, Art. 15 GDPR"
GREECE,2025-07-04,"3,000","Art. 5 (1) a) GDPR, Art. 31 GDPR"
IRELAND,2024-11-13,"29,500","Art. 5 (1) a), c), e), f) GDPR, Art. 13 (1), (3) GDPR, Art. 24 (1) GDPR, Art. 25 GDPR, Art. 30 GDPR, Art. 32 (1) GDPR, The Irish DPA has imposed a fine of EUR 29,500 on the Sligo County Council. The controller used video surveillance but failed to ensure compliance with the GDPR. They failed to provide adequate information to data subjects, failed to implement sufficient technical and organisational measures to ensure GDPR compliance, failed to ensure adequate data security and stored the recorded data for longer than necessary."
IRELAND,2024-11-22,"40,000","Art. 5 (1) f) GDPR, Art. 32 (1) GDPR, Art. 33 (1) GDPR"
GERMANY,2025-03-07,"3,500","Art. 5 (1) GDPR, Art. 6 (1) GDPR"
ROMANIA,2025-08-12,"3,000",Art. 32 (2) GDPR
ROMANIA,2025-08-18,"3,000","Art. 32 (1) b), d), (2) GDPR"
CZECH REPUBLIC,2020-12-18,"8,340","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2020-12-18,"9,420","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2020-12-18,"10,070","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2020-12-18,"11,830","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2020-12-18,"12,910","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2020-12-18,"11,430","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2021-01-20,"11,430","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2020-12-18,"11,430","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2021-01-20,"26,710","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2020-12-18,"26,710","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2020-09-25,400,"Art. 5 (1) a), e) GDPR, Art. 13 (1) GDPR, Art. 28 (3) GDPR, Art. 30 GDPR, The Czech DPA has imposed a fine of EUR 400 on a legal person. Proceedings were initiated following an inspection carried out in response to a complaint. The accused processed and archived personal data for the purpose of offering services via a call centre. However, the data was processed without a valid legal basis. While the data subjects had purportedly given consent verbally over the phone, no evidence of this was available. Additionally, the accused used cookies in breach of the GDPR and engaged an external data processor without having a valid data processing agreement in place."
CZECH REPUBLIC,2020-09-25,400,Art. 15 (1) GDPR
CZECH REPUBLIC,2020-11-19,"4,800","Art. 6 (1) GDPR, Art. 12 (3) GDPR"
CZECH REPUBLIC,2021-02-23,"1,200",Art. 17 (1) c) GDPR
CZECH REPUBLIC,2021-02-01,,Art. 17 (1) c) GDPR
CZECH REPUBLIC,2021-02-02,400,Art. 17 (1) c) GDPR
CZECH REPUBLIC,2020-08-28,"2,000",Art. 12 (3) GDPR
CZECH REPUBLIC,2023-08-31,"1,600",Art. 12 (3) GDPR
CZECH REPUBLIC,2021-06-09,"2,000",Art. 15 (1) GDPR
CZECH REPUBLIC,2020-12-18,"8,800","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2020-12-18,"8,800","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2020-12-18,"8,100","Art. 6 (1) GDPR, Art. 14 GDPR"
CZECH REPUBLIC,2021-06-09,"2,000",Art. 15 (1) GDPR
CZECH REPUBLIC,2021-06-09,"2,000",Art. 15 (1) GDPR
CZECH REPUBLIC,2021-11-19,800,Art. 12 (4) GDPR
CZECH REPUBLIC,2021-06-09,"2,000",Art. 15 (1) GDPR
CZECH REPUBLIC,2020-12-18,200,Art. 17 (1) c) GDPR
CZECH REPUBLIC,2020-11-30,"2,000",Art. 17 (1) a) GDPR
CZECH REPUBLIC,2020-08-03,"2,000",Art. 15 (1) GDPR
CZECH REPUBLIC,2020-09-17,"3,200","Art. 6 (1) GDPR, Art. 15 (1) GDPR, Art. 17 (1) GDPR"
CZECH REPUBLIC,2020-11-30,"1,200",Art. 17 (1) c) GDPR
CZECH REPUBLIC,2019-10-04,"2,000","Art. 5 (1) a) GDPR, Art. 12 (1) GDPR, Art. 30 GDPR"
CZECH REPUBLIC,2019-10-08,400,Art. 21 (2) GDPR
CZECH REPUBLIC,2019-12-13,"2,000",Art. 15 (1) GDPR
CZECH REPUBLIC,2019-06-12,400,Art. 17 (1) GDPR
CZECH REPUBLIC,2020-10-14,"12,030","Art. 6 (1) GDPR, Art. 12 (3), (5) GDPR"
CZECH REPUBLIC,2020-09-08,"2,000","Art. 6 (1) GDPR, Art. 17 (1) GDPR"
CZECH REPUBLIC,2020-12-01,800,Art. 15 (1) GDPR
CZECH REPUBLIC,2020-08-31,"1,200",Art. 15 (1) GDPR
CZECH REPUBLIC,2021-11-01,"1,000",Art. 12 (1) GDPR
CZECH REPUBLIC,2020-07-20,400,"Art. 12 (1) GDPR, The Czech DPA has imposed a fine of EUR 400 on a legal person. The privacy notice required under Articles 12 to 14 of the GDPR was placed in the contacts section of the website without informing users or visitors of its location. As a result, the notice was not easily accessible until it was updated, requiring users to search for it. Additionally, the provided information was incomplete."
CZECH REPUBLIC,2022-11-09,400,Art. 15 (1) GDPR
CZECH REPUBLIC,2021-01-19,"1,200",Art. 15 (1) GDPR
CZECH REPUBLIC,2023-09-26,"1,040","Art. 5 (1) a), Art. 13 (1) c), (2) b), d) GDPR, The Czech DPA has imposed a fine of EUR 1,040 on a self employed person. The accused's website did not comply with GDPR requirements for cookies, as it processed data before obtaining consent, set cookies with an excessive expiration period, and may have transferred data outside the EU and EEA. The inspection was initiated by a Polish citizen. Despite a warning from the Office for personal data protection, the accused failed to address these issues."
CZECH REPUBLIC,2020-09-30,"20,050","Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 12 (2), (3) GDPR, Art. 14 GDPR, Art. 15 GDPR"
CZECH REPUBLIC,2023-05-04,"3,810","Art. 6 GDPR, Art. 14 (1), (2), (3) GDPR"
CZECH REPUBLIC,2020-07-14,400,"Art. 5 (1) c) GDPR, Art. 6 (1) a) GDPR, Art. 7 (1) GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 21 GDPR"
CZECH REPUBLIC,2023-08-01,"3,570","Art. 6 (1) GDPR, Art. 13 (1) f) GDPR, Art. 44 GDPR"
